dim_red,kernal,num_iter,cs,gammas,degs,train_scores,test_scores,pipes,times
PCA(n_components=200),poly,3000,20,0.005,3,1.0,0.9798857142857142,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model',
                 SVC(C=20, gamma=0.005, kernel='poly', max_iter=3000))],
         verbose=True)",105.8795907497406
PCA(n_components=200),poly,3000,2,0.0005,3,0.29905306122448977,0.29737142857142856,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model',
                 SVC(C=2, gamma=0.0005, kernel='poly', max_iter=3000))],
         verbose=True)",671.9647860527039
PCA(n_components=200),poly,3000,5,scale,2,0.9941387755102041,0.9773714285714286,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model', SVC(C=5, degree=2, kernel='poly', max_iter=3000))],
         verbose=True)",90.32606315612793
PCA(n_components=200),poly,3000,10,0.005,2,0.9997387755102041,0.9737142857142858,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model',
                 SVC(C=10, degree=2, gamma=0.005, kernel='poly',
                     max_iter=3000))],
         verbose=True)",73.20552802085876
PCA(n_components=200),poly,3000,20,0.005,2,0.9999346938775511,0.9758857142857142,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model',
                 SVC(C=20, degree=2, gamma=0.005, kernel='poly',
                     max_iter=3000))],
         verbose=True)",75.23864436149597
PCA(n_components=200),poly,3000,10,0.0001,3,0.10045714285714286,0.09965714285714286,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model',
                 SVC(C=10, gamma=0.0001, kernel='poly', max_iter=3000))],
         verbose=True)",719.1265149116516
PCA(n_components=200),poly,3000,2,0.001,2,0.9818122448979592,0.9730285714285715,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model',
                 SVC(C=2, degree=2, gamma=0.001, kernel='poly',
                     max_iter=3000))],
         verbose=True)",153.98648595809937
PCA(n_components=200),poly,3000,5,0.0005,3,0.7415510204081632,0.7421714285714286,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model',
                 SVC(C=5, gamma=0.0005, kernel='poly', max_iter=3000))],
         verbose=True)",513.9184260368347
PCA(n_components=200),poly,3000,2,scale,2,0.9892244897959184,0.9774857142857143,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model', SVC(C=2, degree=2, kernel='poly', max_iter=3000))],
         verbose=True)",112.98136687278748
PCA(n_components=200),poly,3000,4,0.005,4,0.9997224489795918,0.9724571428571429,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model',
                 SVC(C=4, degree=4, gamma=0.005, kernel='poly',
                     max_iter=3000))],
         verbose=True)",152.7534351348877
PCA(n_components=200),poly,3000,5,scale,2,0.9943183673469388,0.9774857142857143,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model', SVC(C=5, degree=2, kernel='poly', max_iter=3000))],
         verbose=True)",91.40809893608093
PCA(n_components=200),poly,3000,2,0.005,3,0.9994122448979592,0.9801142857142857,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model', SVC(C=2, gamma=0.005, kernel='poly', max_iter=3000))],
         verbose=True)",108.02258586883545
PCA(n_components=200),poly,3000,2,0.001,2,0.9824,0.9717714285714286,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model',
                 SVC(C=2, degree=2, gamma=0.001, kernel='poly',
                     max_iter=3000))],
         verbose=True)",154.2103521823883
PCA(n_components=200),poly,3000,20,0.0005,3,0.9708408163265306,0.9580571428571428,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model',
                 SVC(C=20, gamma=0.0005, kernel='poly', max_iter=3000))],
         verbose=True)",303.31392002105713
PCA(n_components=200),poly,3000,10,0.0001,4,0.10008163265306122,0.10011428571428571,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model',
                 SVC(C=10, degree=4, gamma=0.0001, kernel='poly',
                     max_iter=3000))],
         verbose=True)",719.3105580806732
PCA(n_components=200),poly,3000,4,0.005,2,0.999265306122449,0.9774857142857143,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model',
                 SVC(C=4, degree=2, gamma=0.005, kernel='poly',
                     max_iter=3000))],
         verbose=True)",78.25837802886963
PCA(n_components=200),poly,3000,4,0.001,3,0.9774530612244898,0.9715428571428572,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model', SVC(C=4, gamma=0.001, kernel='poly', max_iter=3000))],
         verbose=True)",258.60105180740356
PCA(n_components=200),poly,3000,10,0.0005,2,0.9835102040816327,0.9772571428571428,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model',
                 SVC(C=10, degree=2, gamma=0.0005, kernel='poly',
                     max_iter=3000))],
         verbose=True)",151.42659974098206
PCA(n_components=200),poly,3000,2,0.005,2,0.9982040816326531,0.9794285714285714,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model',
                 SVC(C=2, degree=2, gamma=0.005, kernel='poly',
                     max_iter=3000))],
         verbose=True)",81.64807891845703
PCA(n_components=200),poly,3000,20,0.0001,2,0.9455346938775511,0.9459428571428572,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model',
                 SVC(C=20, degree=2, gamma=0.0001, kernel='poly',
                     max_iter=3000))],
         verbose=True)",442.6870138645172
PCA(n_components=200),poly,3000,5,scale,3,0.9931428571428571,0.9812571428571428,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model', SVC(C=5, kernel='poly', max_iter=3000))],
         verbose=True)",149.92294001579285
PCA(n_components=200),poly,3000,2,0.005,4,0.9994122448979592,0.9742857142857143,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model',
                 SVC(C=2, degree=4, gamma=0.005, kernel='poly',
                     max_iter=3000))],
         verbose=True)",175.6288230419159
PCA(n_components=200),poly,3000,2,scale,4,0.9590693877551021,0.9385142857142857,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model', SVC(C=2, degree=4, kernel='poly', max_iter=3000))],
         verbose=True)",367.75481605529785
PCA(n_components=200),poly,3000,20,0.005,2,0.9999510204081633,0.9770285714285715,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model',
                 SVC(C=20, degree=2, gamma=0.005, kernel='poly',
                     max_iter=3000))],
         verbose=True)",75.91991782188416
PCA(n_components=200),poly,3000,2,0.005,3,0.9993632653061224,0.9795428571428572,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model', SVC(C=2, gamma=0.005, kernel='poly', max_iter=3000))],
         verbose=True)",114.01224684715271
PCA(n_components=200),poly,3000,10,0.0001,3,0.10062040816326531,0.10125714285714285,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model',
                 SVC(C=10, gamma=0.0001, kernel='poly', max_iter=3000))],
         verbose=True)",699.2789630889893
PCA(n_components=200),poly,3000,5,0.001,2,0.9889795918367347,0.9750857142857143,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model',
                 SVC(C=5, degree=2, gamma=0.001, kernel='poly',
                     max_iter=3000))],
         verbose=True)",112.40308976173401
PCA(n_components=200),poly,3000,4,0.0005,2,0.9752816326530612,0.9651428571428572,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model',
                 SVC(C=4, degree=2, gamma=0.0005, kernel='poly',
                     max_iter=3000))],
         verbose=True)",203.7299189567566
PCA(n_components=200),poly,3000,5,0.005,2,0.9994285714285714,0.9769142857142857,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model',
                 SVC(C=5, degree=2, gamma=0.005, kernel='poly',
                     max_iter=3000))],
         verbose=True)",73.28451418876648
PCA(n_components=200),poly,3000,2,0.0005,2,0.9653224489795919,0.9625142857142858,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model',
                 SVC(C=2, degree=2, gamma=0.0005, kernel='poly',
                     max_iter=3000))],
         verbose=True)",278.60806608200073
PCA(n_components=200),poly,3000,4,0.001,3,0.9779265306122449,0.9657142857142857,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model', SVC(C=4, gamma=0.001, kernel='poly', max_iter=3000))],
         verbose=True)",261.57326316833496
PCA(n_components=200),poly,3000,20,scale,2,0.9982857142857143,0.9786285714285714,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model', SVC(C=20, degree=2, kernel='poly', max_iter=3000))],
         verbose=True)",79.7649290561676
PCA(n_components=200),poly,3000,2,0.0001,3,0.0996734693877551,0.10171428571428572,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model',
                 SVC(C=2, gamma=0.0001, kernel='poly', max_iter=3000))],
         verbose=True)",783.3215138912201
PCA(n_components=200),poly,3000,10,0.005,4,0.9997387755102041,0.9728,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model',
                 SVC(C=10, degree=4, gamma=0.005, kernel='poly',
                     max_iter=3000))],
         verbose=True)",166.25085020065308
PCA(n_components=200),poly,3000,4,0.0001,2,0.2696816326530612,0.2660571428571429,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model',
                 SVC(C=4, degree=2, gamma=0.0001, kernel='poly',
                     max_iter=3000))],
         verbose=True)",762.5278108119965
PCA(n_components=200),poly,3000,2,0.005,2,0.9981877551020408,0.9780571428571428,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model',
                 SVC(C=2, degree=2, gamma=0.005, kernel='poly',
                     max_iter=3000))],
         verbose=True)",88.06624007225037
PCA(n_components=200),poly,3000,5,0.001,3,0.9811102040816326,0.9666285714285714,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model', SVC(C=5, gamma=0.001, kernel='poly', max_iter=3000))],
         verbose=True)",242.6115620136261
PCA(n_components=200),poly,3000,10,0.005,3,0.9999673469387755,0.9797714285714286,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model',
                 SVC(C=10, gamma=0.005, kernel='poly', max_iter=3000))],
         verbose=True)",118.263099193573
PCA(n_components=200),poly,3000,2,scale,2,0.9893877551020408,0.9763428571428572,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model', SVC(C=2, degree=2, kernel='poly', max_iter=3000))],
         verbose=True)",116.90930318832397
PCA(n_components=200),poly,3000,20,0.0005,4,0.3014530612244898,0.29691428571428574,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model',
                 SVC(C=20, degree=4, gamma=0.0005, kernel='poly',
                     max_iter=3000))],
         verbose=True)",687.265741109848
PCA(n_components=200),linear,1000,0.01,0.005,2,0.9428,0.9377,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model', SVC(C=0.01, kernel='linear', max_iter=1000))],
         verbose=True)",76.65442299842834
PCA(n_components=200),linear,1000,0.005,scale,2,0.94705,0.9436,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model', SVC(C=0.005, kernel='linear', max_iter=1000))],
         verbose=True)",85.28917479515076
PCA(n_components=200),linear,1000,0.01,0.005,2,0.9428,0.9377,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model', SVC(C=0.01, kernel='linear', max_iter=1000))],
         verbose=True)",76.65442299842834
PCA(n_components=200),linear,1000,0.005,scale,2,0.94705,0.9436,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model', SVC(C=0.005, kernel='linear', max_iter=1000))],
         verbose=True)",85.28917479515076
PCA(n_components=200),linear,3000,0.01,0.005,2,0.95115,0.9439,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model', SVC(C=0.01, kernel='linear', max_iter=3000))],
         verbose=True)",81.86829113960266
PCA(n_components=200),linear,3000,0.005,scale,2,0.9494666666666667,0.9443,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model', SVC(C=0.005, kernel='linear', max_iter=3000))],
         verbose=True)",85.17583680152893
PCA(n_components=200),linear,1000,0.01,0.005,2,0.9428,0.9377,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model', SVC(C=0.01, kernel='linear', max_iter=1000))],
         verbose=True)",76.65442299842834
PCA(n_components=200),linear,1000,0.005,scale,2,0.94705,0.9436,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model', SVC(C=0.005, kernel='linear', max_iter=1000))],
         verbose=True)",85.28917479515076
PCA(n_components=200),linear,3000,0.01,0.005,2,0.95115,0.9439,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model', SVC(C=0.01, kernel='linear', max_iter=3000))],
         verbose=True)",81.86829113960266
PCA(n_components=200),linear,3000,0.005,scale,2,0.9494666666666667,0.9443,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model', SVC(C=0.005, kernel='linear', max_iter=3000))],
         verbose=True)",85.17583680152893
PCA(n_components=200),linear,8000,0.01,0.005,2,0.9509,0.9445,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model', SVC(C=0.01, kernel='linear', max_iter=8000))],
         verbose=True)",82.89167213439941
PCA(n_components=200),linear,8000,0.005,scale,2,0.9495333333333333,0.9439,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model', SVC(C=0.005, kernel='linear', max_iter=8000))],
         verbose=True)",87.0193350315094
PCA(n_components=200),rbf,1000,2.0,0.005,2,0.9985833333333334,0.9635,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=200)),
                ('model', SVC(C=2.0, gamma=0.005, max_iter=1000))],
         verbose=True)",205.17707586288452
